page,title,price
5,"The Adventures in Python: Beyond the Code: A Beginner's Guide to Python Programming Through Functions, Files, Strings, Dictionaries, Cryptography, and Searching for children, teenagers, and adults",826.68
5,"Python for Data Visualization for Beginners: Visualize Your Data using Pandas, Matplotlib and Seaborn, Step-by-Step Guide with Hands-on Projects and Exercises ... Learning & Data Science for Beginners)",516.48
5,"THE CHILDREN'S PYTHON CARE GUIDE: A Complete Beginner’s Guide to Understanding, Housing, Feeding, Handling, Health, Safety, and Responsible Care for Pet Pythons",697.95
5,"Learning PySpark from Scratch: A Step-by-Step Guide to Data Processing, DataFrames, and Distributed Computing with Python (Programming for beginners Book 8)",516.48
5,"Python Bible For Beginners 2026: A Step-by-Step Guide to Learning Python from Scratch, Mastering Core Programming Concepts, Automating Everyday Tasks, and Building Real-World Projects with Confidence",1034.00
5,"Python for Beginners: A Complete Starter Kit: Tools, techniques, and projects to transition from novice to competent coder",206.80
5,Vibe Coding for Beginners with Python and ChatGPT,0.00
5,Python Programming for the Absolute Beginner (Part-4): The Most Complete Python Programming Code from Newcomer,0.00
5,Python for Beginners: An Introduction to Learn Python Programming with Tutorials and Hands-On Examples (Programming for Beginners),154.58
5,Think in Python A Beginner’s Guide to Python Programming: Learn Python from First Principles • Step by Step________________________________________ (Think ... Zero Fear to Research-Ready Code Book 1),0.00
5,"Python Programming For Beginners: A Simple Step-by-Step Guide to Master the Essentials of Coding & Create Real World Applications, Everything From Automating Tasks to Developing Games and More!",0.00
5,Python for Beginners: A crash course to learn Python Programming in 1 Week (Programming Languages for Beginners),515.45
5,Python For Beginners: Learn From Scratch With a Fast Method and Practice With Simple Exercises; Create Your First Programming Project in 15 Minutes,0.00
5,"Python for Data Analyst: From Beginner to Job Ready - Learn, Analyze, Visualize & Succeed",0.00
5,Neural Networks from Scratch with Python: The Beginner's Guide to Building Deep Learning Models Without Complex Frameworks,826.68
5,"The Complete Java & Python Cheatsheet: Essential Syntax, Examples, and Commands for Beginners and Developers",687.61
5,"Python Object-Oriented Programming for Complete Beginners: Master Classes, Objects, Inheritance, and Encapsulation Through Simple Step-by-Step Examples ... Practice (Python Mastery Series Book 3)",0.00
5,"Practical Programming with Python 3.14 for Beginners: Build Real Applications, Solve Practical Problems, and Master Modern Python with Debugging Skills ... Python Development Mastery Series Book 1)",361.38
5,Unlocking Python: A Comprehensive Guide for Beginners,1156.53
5,Machine Learning with Python: A Practical Guide from Fundamentals to Deep Learning for Beginners & Developers,827.20
5,Python Programming and SQL: The Definitive Guide for Beginners to Learn Python and SQL in 7 Days with Step-by-Step Guidance and Hands-On Exercises,1394.35
5,"BALL PYTHON CARE FOR BEGINNERS: The Complete Guide to Raising Healthy, Calm, and Well-Adjusted Ball Pythons Through Proper Enclosure Setup, Feeding, ... Monitoring, and Responsible Lifelong Care",855.64
5,The Do-It-Yourself Workbook for Cybersecurity Using Python: A Beginner’s Guide to Building Your Own Hacking & Defense Tools | Learn Cybersecurity with ... Workbook Series for Programmers.),0.00
5,"Python: For Beginners: A Crash Course Guide To Learn Python in 1 Week (coding, programming, web-programming, programmer)",515.45
5,Python for Beginners: A Smarter Way to Learn Python in 5 Days and Remember it Longer. With Easy Step by Step Guidance and Hands on Examples. (Python Crash ... for Beginners) (Easy Python Book 1),206.28
5,Learn Python for Bioinformatics: Beginner’s roadmap to analyzing sequences and visualizing data (Build & Learn Software Development Series),289.52
5,THE GUIDE BOOK TO MORPHS PYTHON: Beginners guide for caring and taming of bally python,515.45
5,Math & Python - Level 2 (Math & Python Textbook),1032.97
5,Coding for Beginners: Python & Automation (The Practical IT Series),0.00
5,BAYESIAN INFERENCE PYTHON FOR BEGINNERS: A Step-by-Step Guide to Probabilistic Programming — No Advanced Math Required,1860.68
5,"C, C++, Java, Python, PHP, JavaScript and Linux for Beginners: A Complete Step-by-Step Guide to Programming Fundamentals, Coding, Command Line, Practical ... Debugging, and Real-World Developmen",0.00
5,Python for Beginners: An easy and comprehensive to guide to learning python.,361.38
5,"Python Data Science: An Essential Crash Course Made Accessible to Start Working With Essential Tools, Techniques and Concepts that Help you Learn Python Data Science (python for beginners Book 2)",0.00
5,Python Practical for deverlopers: The Road To Becoming A Professional Python Developer,0.00
5,"The Python Developer Roadmap: From Python Beginner to Professional Developer: A Step-by-Step Guide to Programming, Web Development, APIs, Databases, Testing, DevOps, Cloud, Automation, and AI",0.00
5,"Python: Python Programming, In 8 Hours, For Beginners, Learn Coding Fast: Python Language, Crash Course Textbook & Exercises (Cookbooks in 8 Hours 13)",0.00
5,Murach's Python Programming (3rd Edition),2455.23
5,"The Adventures in Python: A Journey Into Coding: Beginner's Guide to Python Programming for children, teenagers, and adults",826.68
5,PYTHON CHEAT SHEETS - Quick-Reference Encyclopedia 2026: A Simplified Crash Course for Learning Python Programming Fast and Easy with Visual Illustrations and Practical Examples,0.00
5,"Deep Learning with PyTorch 2.x: Beginner's Guide to Neural Networks, Computer Vision, and Model Training with Python (Modern Deep Learning with PyTorch)",878.90
5,"Coding for Beginners and Kids Using Python: Python Basics for Beginners, High School Students and Teens Using Project Based Learning (2026 Python Coding for Absolute Beginners)",1033.48
5,Python For Data Analysis: A Complete Beginner Guide to Wrangling & Analyzing Data Using Python (Code tutorials Book 5),154.58
5,Basic Python Turtle-Instructions,0.00
5,"Python Mastery for Beginners: Step-by-Step Guide to Coding Success: Master Python Programming from Scratch with Real-World Projects, Hands-On Coding, and Clear Explanations for Complete Beginners",619.88
6,"Prompting Python Data Visualization: Design, Build, and Automate Visual Insights with Python and AI (English Edition)",2020.95
6,Application Development with PyCharm: Building real-world applications in Python with the convenience of PyCharm (English Edition),1806.92
6,Python for GIS Analysts,6151.78
6,Comprehensive Data Structures and Algorithms in Python: Learn fundamentals with 500+ code samples and problems (English Edition),2065.42
6,"Python Programming Exercises, Gently Explained",51.18
6,Python Machine Learning Workbook for Beginners: 10 Machine Learning Projects Explained from Scratch,1291.98
6,"Computational Chemistry with Python: A Practical Introduction to Molecular Orbitals, Quantum Methods, Geometry Optimization, and Energy Calculations",1964.08
6,Python: A Beginners’ Guide to Python Programming to Automate the Boring Tasks and Learn Coding Fast,0.00
6,Python 101: Cheat Sheet for Absolute Beginners: The Complete Python Cheat Sheet for Beginners (Python for Beginners),51.18
6,NumPy Workbook for Beginners: Learn Python Arrays and Data Science Step-by-Step with Hands-On Exercises and Real-World Projects,257.98
6,Python Launchpad: The Beginner’s Guide to Building Real Python Projects with Confidence (The Python Hero Series Book 2),0.00
6,Python Scikit-Learn for Beginners: Scikit-Learn Specialization for Data Scientist (Python for Beginners in Data Science and Data Analysis Book 3),516.48
6,"Python for Data Science for Absolute Beginners: NumPy, pandas, and Matplotlib from Your First Line of Code (Data Science Foundations Series)",0.00
6,Python for Beginners: A Step-by-Step Guide (Python Programming),188.70
6,Python for Data Analytics: A Beginners Guide for Learning Python Data Analytics from A-Z,1033.48
6,"Python Programming for Beginners : A Step-by-Step Guide to Coding, Automation, Data Analysis, and Real-World Projects",0.00
6,Basics of Python Programming: A Quick Guide for Beginners,3140.78
6,"Learning Library Projects in Python: Create Projects with NumPy, PyScript, Pandas, Beautiful Soup and more",0.00
6,Murach's Python Programming: Beginner to Pro,2109.36
6,"Python for Beginners: A Step by Step Crash Course to Learn Smarter the Fundamental Elements of Python Programming, Machine Learning, Data Science and Tools, Tips and Tricks of This Coding Language",0.00
6,Synthetic Aperture Radar (SAR): Fundamentals with Python for Beginners,465.30
6,Python Projects for Beginners: A Ten-Week Bootcamp Approach to Python Programming,1395.90
6,"Python for Beginners: The Ultimate Guide to Learn Python, the Secrets of Machine Language Learning, Data Science Analysis and Data Analytics, Coding Language for Beginners.",0.00
6,In Depth : Foundations of AI Algorithms Volume 1,0.00
6,STEP BY STEP PYTHON : FOR BEGINNER,0.00
6,"The Complete Python Bible For Beginners 2026: Step-by-Step Coding Guide to Master Python Programming and Move from Zero to Expert in Coding, Automation, and Data Analysis with Real Projects",930.08
6,The Python Coding Book: A relaxed and friendly programming textbook for beginners,1776.93
6,"Python for Beginners: A Step by Step Guide to Python Programming, Data Science, and Predictive Model. A Practical Introduction to Machine Learning with Python",0.00
6,"Machine Learning for Beginners: A Complete Guide to Supervised and Unsupervised Learning with Python: Master Regression, Classification, Decision Trees, ... Series – Learn. Build. Master. Book 9)",0.00
6,"The Python Bible 7 in 1: Volumes One To Seven (Beginner, Intermediate, Data Science, Machine Learning, Finance, Neural Networks, Computer Vision)",0.00
6,"Python: 2 Books in 1: Beginners Guide and Advanced Tips to Reach Past the Beginners Level (Python Mastery, Object-Oriented Programming, Fundamentals Mastery, Programming Book 3)",0.00
6,CUDA and Python for Beginners with Hands-On GPU Programming: A Practical Workbook with Step-by-Step Code Examples to Master GPU Development,0.00
6,Generative AI Using Python for Beginners: Your Step-by-Step Guide to Building AI Applications from Scratch,516.48
6,"Python for Beginners: The definitive guide to learning Python from scratch, with real projects, solved exercises, and professional cheat sheets.",0.00
6,Python Programming for Beginners: The No-Fluff Guide to Master Py in Less Than 7 Days. Real-World Coding Strategies to Kickstart Your High-Paying Tech Career!,0.00
6,"Python and JSON for Beginners: A Practical Introduction to Reading, Writing, and Manipulating JSON Data Using Python",516.48
6,"Python OOP: Object Oriented Programming from Beginner to Pro: A Beginner-Friendly Guide to OOP, Including SOLID and Design Patterns",516.48
6,Python AI Agents for Beginners,0.00
6,The Python Bible for Beginners: A Step-By-Step Guide to Master Coding from Scratch in Less Than 7 Days and Become the Expert that Top Companies Vie to Hire (with Hands-On Exercises and Code Snippets),0.00
6,Kids Python Beginner Level: Grades 4+ (Kids Python Textbook Book 1),257.98
6,Python For Beginners : Complete guide from basic like CheetSheet,0.00
6,"Data Engineering Projects with Python & SQL: Build Real ETL Pipelines, Data Warehouses & Analytics Systems (Beginner to Job-Ready, 2026)",0.00
6,"Python Data Analysis for Beginners: Master NumPy, Pandas, Matplotlib, Seaborn, and Jupyter Notebooks with Real-World Projects (Python Series – Learn. Build. Master. Book 5)",0.00
6,Python NumPy for Beginners: NumPy Specialization for Data Science (Python for Beginners in Data Science and Data Analysis Book 1),516.48
6,Python Coding Basics: A Beginner's Guide to Simple Programming,464.78
6,Python Learn By Doing: A Hands-On Book for Absolute Beginners Learning Python from Scratch,0.00
6,Python for beginner: From novice to expert in 11 weeks: A step-by-step guide for new and experience programmer,0.00
6,"Coding for Absolute Beginners: Master the Basics of Computer Programming with Python, Java, SQL, C, C++, C#, HTML, and CSS",653.49
6,"The Python Bible for Beginners: Launch Your Coding Career and go from Zero to Hero in 14 Days | Unlock the Power of Python with Industry-Specific Skills, and Insider Tips to Get Hired Immediately",0.00
6,Introduction to Python for Civil Engineers: a Beginner’s Guide,309.68
6,Python for AI: A Beginner’s Guide to Coding Intelligence (AI from Scratch : Step-by-Step Guide to Mastering Artificial Intelligence),1534.46
6,Python for Beginners: A Visual Guide to Start Quickly - 2024: Master the Basics of Python with Easy-to-Follow Visuals to Get Started Quickly (Top 1% Python Developer Series),0.00
6,"File Handling & Exception Management: Read, write, and manage data files; handle errors gracefully in real-world programs (Think, Code, Create - Advanced Python Programming)",1289.92
6,Python Machine Learning By Example: Unlock machine learning best practices with real-world use cases,1527.74
6,Kickstart Python Programming Fundamentals: Real-World Projects and Hands-on Exercises to Cement Every Python Programming Concept (English Edition),1962.02
6,Python Programming For Beginners - Learn The Basics Of Python In 7 Days! (Your place to learn Python with ease),1033.48
6,Python 3 Without Prior Knowledge: Learn how to program a neural network within 7 days (Become an Engineer Without Prior Knowledge),822.03
6,"Python Programming For Beginners: A Simple Step-by-Step Guide to Master the Essentials of Coding & Create Real World Applications, Everything From Automating Tasks to Developing Games and More!",930.08
6,Python Automation for Beginners: A Practical Guide with Examples,1550.48
6,Building Desktop Applications with Python Guided by ChatGPT: Your Road from Novice to Skilled Professional,671.58
7,CPython Internals: Your Guide to the Python 3 Interpreter,516.48
7,Future Minds: Discover Coding and AI: Fun Coding and AI Activities for Kids Using Python — A Beginner’s Guide,979.72
7,"Ultimate Python Libraries for Data Analysis and Visualization: Leverage Pandas, NumPy, Matplotlib, Seaborn, Julius AI and No-Code Tools for Data ... (Data Analyst (Python) — Expert Micro Path)",1962.02
7,Foundations of Python (IT Foundation Series),1291.98
7,Introduction to Python for Civil Engineers: a Beginner’s Guide,309.68
7,Python for AI: A Beginner’s Guide to Coding Intelligence (AI from Scratch : Step-by-Step Guide to Mastering Artificial Intelligence),1534.46
7,Python for Beginners: A Visual Guide to Start Quickly - 2024: Master the Basics of Python with Easy-to-Follow Visuals to Get Started Quickly (Top 1% Python Developer Series),0.00
7,Descriptive Analysis with R and Python for Beginners: An Introduction to Visual and Statistical Analysis,154.58
7,Python Pandas for Beginners: Pandas Specialization for Data Scientist (Python for Beginners in Data Science and Data Analysis Book 2),516.48
7,"CARPET PYTHON HANDBOOK: The Complete Guide to Care, Breeding, Behavior, and Lifelong Health for Beginners and Experienced Keepers.",568.18
7,"Python for Autonomous Robotics: Develop Smart Robots That Sense, Think, and Act",413.08
7,Pandas for Everyone: Python Data Analysis (Addison-Wesley Data & Analytics Series),2197.25
7,"Python Machine Learning for Beginners: Learning from Scratch Numpy, Pandas, Matplotlib, Seaborn, SKlearn and TensorFlow 2.0 for Machine Learning & Deep ... Learning & Data Science for Beginners)",516.48
7,Python Made Simple: A Complete Beginner’s Guide with 120 Hands-On Exercises to Master Programming,0.00
7,"Python: A Beginner's Guide in the AI Era: Learn to Code with Confidence — Using AI as Your Sidekick, Not Your Crutch",0.00
7,"Coding for Python Beginners: A Practical Guide to Programming, Debugging, and AI-Assisted Learning (Foundations of Software and Data Systems in the AI Era)",413.08
7,The Ultimate Guide to Python Programming for Beginners: Your 7-Day Gateway to Solve Problems & Express Creativity with Hands-On Exercises to Unlock Career Opportunities,0.00
7,Python NumPy for Beginners: NumPy Specialization for Data Science (Python for Beginners in Data Science and Data Analysis Book 1),516.48
7,NEURAL NETWORKS WITH PYTHON FOR BEGINNERS: From Your First Artificial Neuron to Generative AI (THE AI BIBLE SERIES Book 6),0.00
7,Python for Teenagers: Learn to Program like a Superhero!,1055.71
7,How to Code in Python for Beginners,0.00
7,LEARN PYTHON FOR SUPPLY CHAIN ANALYTICS: Beginner’s Roadmap To Forecasting Demand And Optimizing Flow (DIGITAL SKILLS FOR THE FUTURE — SERIES Book 16),361.38
7,"The Adventures in Python: Beyond the Code: A Beginner's Guide to Python Programming Through Functions, Files, Strings, Dictionaries, Cryptography, and Searching for children, teenagers, and adults",826.68
7,Python sin enredos: Guía práctica para estudiantes y principiantes (Spanish Edition),981.78
7,"Python LangChain for RAG Beginners: Building Powerful AI Applications with GPT Agents (Agents, GPTs, and Generative AI for Beginners)",0.00
7,Python Programming Projects Workbook for Kids: Master Python in 1 month with 150 Outrageously Fun Small Python Programs for Kids (2026 Python Coding for Absolute Beginners),1033.48
7,"Algorithmic Trading for Beginners : Build Your First Trading Bot with Python — Backtest It, Deploy It, and Run It Live (Smart Money Concepts Mechanical Trading Series Book 4)",0.00
7,Building Desktop Applications with Python Guided by ChatGPT: Your Road from Novice to Skilled Professional,0.00
7,"Hands-On Cisco Automation with Python: Streamline Network Tasks Using Netmiko, NAPALM, and Nornir for Beginners",2067.48
7,"Tiny Python Projects: 21 small fun projects for Python beginners designed to build programming skill, teach new algorithms and techniques, and introduce software testing",2067.48
